Episode,Captured,Steps,Reward,CaptureRate,LR
1334,1,25,226.05,55.0,8.45e-05
1335,1,95,205.17,56.0,8.45e-05
1336,1,53,191.90,57.0,8.45e-05
1337,1,35,223.63,58.0,8.45e-05
1338,0,5,-23.96,58.0,8.44e-05
1339,0,6,-20.82,57.0,8.44e-05
1340,1,73,233.43,58.0,8.44e-05
1341,1,29,209.66,59.0,8.44e-05
1342,0,4,-15.27,59.0,8.43e-05
1343,0,48,60.13,58.0,8.43e-05
1344,0,6,-27.75,57.0,8.43e-05
1345,1,33,217.94,57.0,8.43e-05
1346,1,59,220.76,57.0,8.42e-05
1347,0,2,-30.99,56.0,8.42e-05
1348,1,54,235.59,57.0,8.42e-05
1349,1,47,227.92,58.0,8.42e-05
1350,1,74,229.92,59.0,8.42e-05
1351,1,47,233.80,60.0,8.41e-05
1352,0,20,-21.49,60.0,8.41e-05
1353,1,56,249.19,60.0,8.41e-05
1354,1,16,212.95,60.0,8.41e-05
1355,1,53,218.97,60.0,8.40e-05
1356,0,61,24.44,60.0,8.40e-05
1357,0,45,48.80,60.0,8.40e-05
1358,0,32,69.49,60.0,8.40e-05
1359,0,28,17.32,59.0,8.40e-05
1360,1,78,232.01,60.0,8.39e-05
1361,1,44,228.65,61.0,8.39e-05
1362,1,65,224.16,61.0,8.39e-05
1363,0,14,-0.56,60.0,8.39e-05
1364,0,31,4.16,59.0,8.38e-05
1365,0,9,-42.01,59.0,8.38e-05
1366,1,29,208.80,60.0,8.38e-05
1367,0,3,-31.02,59.0,8.38e-05
1368,0,5,-24.13,58.0,8.37e-05
1369,1,76,200.54,58.0,8.37e-05
1370,0,3,-21.38,57.0,8.37e-05
1371,0,18,33.86,57.0,8.37e-05
1372,1,62,240.39,58.0,8.37e-05
1373,0,10,-9.17,57.0,8.36e-05
1374,0,16,-28.41,57.0,8.36e-05
1375,1,35,208.84,57.0,8.36e-05
1377,1,45,184.99,57.0,8.36e-05
1378,1,69,212.63,57.0,8.35e-05
1379,1,42,245.14,57.0,8.35e-05
1380,1,68,225.23,57.0,8.35e-05
1381,1,57,229.76,58.0,8.35e-05
1382,1,45,244.99,59.0,8.34e-05
1383,0,24,17.42,58.0,8.34e-05
1384,1,56,228.54,59.0,8.34e-05
1385,1,88,223.52,59.0,8.34e-05
1386,1,20,212.47,59.0,8.34e-05
1387,1,96,234.35,59.0,8.33e-05
1388,0,40,71.59,59.0,8.33e-05
1389,1,21,229.56,59.0,8.33e-05
1390,0,15,-11.58,58.0,8.33e-05
1391,1,63,187.69,58.0,8.32e-05
1392,1,42,210.26,58.0,8.32e-05
1393,0,2,-24.82,58.0,8.32e-05
1394,1,60,226.49,58.0,8.32e-05
1395,0,16,11.88,57.0,8.31e-05
1396,1,59,247.79,57.0,8.31e-05
1398,0,30,2.91,55.0,8.31e-05
1399,0,42,16.09,55.0,8.31e-05
1400,1,75,225.74,55.0,8.30e-05
1401,0,3,-27.77,54.0,8.30e-05
1402,1,24,219.90,54.0,8.30e-05
1403,0,5,-19.93,53.0,8.30e-05
1404,1,35,262.55,54.0,8.30e-05
1405,0,19,-25.40,54.0,8.29e-05
1406,0,42,55.16,54.0,8.29e-05
1407,1,34,222.24,54.0,8.29e-05
1409,1,66,213.09,54.0,8.29e-05
1410,1,40,245.33,55.0,8.28e-05
1411,1,47,235.83,56.0,8.28e-05
1412,1,45,211.97,56.0,8.28e-05
1413,1,57,230.09,56.0,8.28e-05
1414,1,21,206.38,56.0,8.27e-05
1415,0,20,-2.37,56.0,8.27e-05
1416,1,56,210.34,56.0,8.27e-05
1417,1,39,212.80,56.0,8.27e-05
1418,0,10,-2.90,56.0,8.26e-05
1419,1,43,220.36,56.0,8.26e-05
1420,1,27,216.29,56.0,8.26e-05
1421,1,35,205.12,56.0,8.26e-05
1422,0,3,-24.07,56.0,8.26e-05
1423,0,17,6.66,56.0,8.25e-05
1424,0,18,38.94,56.0,8.25e-05
1425,0,30,14.16,56.0,8.25e-05
1426,1,43,214.28,57.0,8.25e-05
1427,0,5,-18.42,56.0,8.24e-05
1428,1,48,210.86,56.0,8.24e-05
1429,1,54,227.12,57.0,8.24e-05
1430,1,51,226.13,58.0,8.24e-05
1431,1,43,216.53,59.0,8.23e-05
1432,1,34,228.63,59.0,8.23e-05
1433,1,44,226.73,59.0,8.23e-05
1434,1,35,208.33,59.0,8.23e-05
1435,0,17,-1.31,58.0,8.22e-05
1436,1,38,211.40,58.0,8.22e-05
1437,1,71,186.18,58.0,8.22e-05
1438,1,74,217.64,59.0,8.22e-05
1439,0,20,15.30,59.0,8.21e-05
1440,1,51,220.46,59.0,8.21e-05
1441,0,16,-0.92,58.0,8.21e-05
1442,1,72,202.96,59.0,8.21e-05
1443,1,63,216.07,60.0,8.21e-05
1444,1,52,202.78,61.0,8.20e-05
1445,1,23,218.90,61.0,8.20e-05
1446,0,3,-19.66,60.0,8.20e-05
1447,1,42,217.96,61.0,8.20e-05
1448,1,31,215.02,61.0,8.19e-05
1449,0,13,-21.11,60.0,8.19e-05
1450,1,53,191.23,60.0,8.19e-05
1451,1,41,222.73,60.0,8.19e-05
1452,0,18,1.41,60.0,8.18e-05
1453,1,51,247.69,60.0,8.18e-05
1454,1,50,191.45,60.0,8.18e-05
1455,0,5,-13.04,59.0,8.18e-05
1456,0,14,1.33,59.0,8.17e-05
1457,0,30,-3.42,59.0,8.17e-05
1458,0,12,-28.97,59.0,8.17e-05
1459,1,53,240.51,60.0,8.17e-05
1460,0,52,21.43,59.0,8.16e-05
1461,0,11,-1.89,58.0,8.16e-05
1462,1,62,216.85,58.0,8.16e-05
1463,1,30,199.07,59.0,8.16e-05
1464,1,47,225.12,60.0,8.15e-05
1465,0,17,26.97,60.0,8.15e-05
1466,1,35,230.93,60.0,8.15e-05
1467,0,10,-2.73,60.0,8.15e-05
1468,0,9,1.38,60.0,8.14e-05
1469,0,16,-34.70,59.0,8.14e-05
1470,1,60,224.16,60.0,8.14e-05
1471,0,4,-11.53,60.0,8.14e-05
1472,1,39,193.28,60.0,8.14e-05
1473,1,71,207.01,61.0,8.13e-05
1475,1,44,217.40,61.0,8.13e-05
1476,1,72,262.84,62.0,8.13e-05
1477,1,57,250.03,62.0,8.13e-05
1478,1,65,233.90,62.0,8.12e-05
1479,1,62,212.74,62.0,8.12e-05
1480,0,2,-25.37,61.0,8.12e-05
1481,1,40,277.93,61.0,8.12e-05
1482,1,21,205.85,61.0,8.11e-05
1483,1,42,206.51,62.0,8.11e-05
1484,0,11,-13.94,61.0,8.11e-05
1485,1,68,199.05,61.0,8.11e-05
1486,1,45,225.47,61.0,8.10e-05
1487,0,2,-26.67,60.0,8.10e-05
1488,0,2,-30.14,60.0,8.10e-05
1489,0,38,5.95,59.0,8.10e-05
1490,1,44,205.48,60.0,8.09e-05
1491,1,63,251.00,60.0,8.09e-05
1493,0,11,4.82,59.0,8.09e-05
1494,1,48,217.12,59.0,8.09e-05
1495,1,57,224.98,60.0,8.08e-05
1496,1,41,236.11,60.0,8.08e-05
1497,0,2,-32.51,60.0,8.08e-05
1498,0,24,-5.54,60.0,8.08e-05
1499,1,31,215.84,61.0,8.07e-05
1500,1,77,214.01,61.0,8.07e-05
1501,1,77,200.40,62.0,8.07e-05
1502,1,43,226.26,62.0,8.07e-05
1503,0,12,-37.37,62.0,8.06e-05
1504,1,65,211.43,62.0,8.06e-05
1505,0,12,-10.63,62.0,8.06e-05
1506,1,31,208.02,63.0,8.06e-05
1507,0,7,-23.72,62.0,8.05e-05
1508,1,71,205.68,63.0,8.05e-05
1509,0,31,72.73,62.0,8.05e-05
1510,1,38,205.67,62.0,8.05e-05
1511,0,10,-24.88,61.0,8.04e-05
1512,1,27,226.00,61.0,8.04e-05
1513,0,5,-29.68,60.0,8.04e-05
1514,0,17,14.31,59.0,8.04e-05
1515,1,63,242.04,60.0,8.03e-05
1516,1,43,244.15,60.0,8.03e-05
1517,0,32,50.99,59.0,8.03e-05
1518,1,79,207.28,60.0,8.03e-05
1519,0,24,-16.87,59.0,8.02e-05
1520,1,49,207.11,59.0,8.02e-05
1521,1,21,206.03,59.0,8.02e-05
1522,0,18,35.18,59.0,8.02e-05
1523,1,57,238.37,60.0,8.01e-05
1524,1,50,206.95,61.0,8.01e-05
1525,0,15,20.00,61.0,8.01e-05
1526,1,69,216.72,61.0,8.01e-05
1527,1,60,224.71,62.0,8.00e-05
1528,1,65,261.92,62.0,8.00e-05
1529,1,60,213.79,62.0,8.00e-05
1530,0,13,-3.35,61.0,8.00e-05
1531,0,2,-26.66,60.0,7.99e-05
1532,1,72,211.87,60.0,7.99e-05
1533,1,25,231.11,60.0,7.99e-05
1534,1,59,201.35,60.0,7.99e-05
1535,1,25,193.70,61.0,7.98e-05
1536,0,22,-0.86,60.0,7.98e-05
1537,0,2,-26.53,59.0,7.98e-05
1538,0,21,17.51,58.0,7.98e-05
1539,0,10,-12.70,58.0,7.97e-05
1540,0,7,-17.40,57.0,7.97e-05
1541,0,5,-32.49,57.0,7.97e-05
1542,1,50,235.66,57.0,7.97e-05
1543,0,20,-1.06,56.0,7.96e-05
1544,1,56,202.00,56.0,7.96e-05
1545,1,43,215.28,56.0,7.96e-05
1546,1,25,211.72,57.0,7.96e-05
1547,0,7,-9.80,56.0,7.95e-05
1548,0,6,-30.92,55.0,7.95e-05
1549,0,10,2.35,55.0,7.95e-05
1550,0,13,-5.56,54.0,7.95e-05
1551,0,12,-9.62,53.0,7.94e-05
1552,0,62,30.98,53.0,7.94e-05
1553,1,62,209.52,53.0,7.94e-05
1554,1,98,215.49,53.0,7.94e-05
1555,1,54,191.72,54.0,7.93e-05
1556,1,57,221.90,55.0,7.93e-05
1557,0,15,1.85,55.0,7.93e-05
1558,1,43,257.24,56.0,7.93e-05
1559,0,19,14.12,55.0,7.92e-05
1560,0,13,-6.41,55.0,7.92e-05
1561,1,75,198.94,56.0,7.92e-05
1562,1,41,233.70,56.0,7.92e-05
1563,0,14,-17.10,55.0,7.91e-05
1564,0,24,17.57,54.0,7.91e-05
1565,0,6,-19.83,54.0,7.91e-05
1566,1,46,218.74,54.0,7.91e-05
1567,1,51,250.88,55.0,7.90e-05
1568,1,25,210.35,56.0,7.90e-05
1569,1,41,232.35,57.0,7.90e-05
1570,1,51,202.15,57.0,7.90e-05
1572,1,32,233.35,57.0,7.89e-05
1573,0,24,22.15,56.0,7.89e-05
1574,1,32,205.53,57.0,7.89e-05
1575,1,60,204.86,57.0,7.89e-05
1576,0,21,19.10,56.0,7.88e-05
1577,1,53,238.72,56.0,7.88e-05
1578,0,52,61.98,55.0,7.88e-05
1579,0,8,-1.89,54.0,7.88e-05
1581,1,40,202.72,54.0,7.87e-05
1582,1,33,208.18,54.0,7.87e-05
1583,1,54,237.08,54.0,7.87e-05
1584,0,6,-25.48,54.0,7.87e-05
1585,0,2,-25.74,53.0,7.86e-05
1586,1,52,194.27,53.0,7.86e-05
1587,0,16,6.03,53.0,7.86e-05
1589,0,18,3.29,53.0,7.86e-05
1590,1,25,218.61,53.0,7.85e-05
1591,1,51,220.09,53.0,7.85e-05
1592,1,47,268.41,54.0,7.85e-05
1593,0,11,-15.85,54.0,7.85e-05
1594,0,41,42.33,53.0,7.84e-05
1595,1,42,222.28,53.0,7.84e-05
1596,0,36,26.80,52.0,7.84e-05
1597,0,4,-30.53,52.0,7.83e-05
1598,0,8,-1.69,52.0,7.83e-05
1599,0,4,-19.39,51.0,7.83e-05
1600,0,10,-11.14,50.0,7.83e-05
1601,1,79,234.81,50.0,7.82e-05
1602,0,2,-33.04,49.0,7.82e-05
1603,0,25,42.53,49.0,7.82e-05
1604,1,57,227.65,49.0,7.82e-05
1605,1,38,182.80,50.0,7.81e-05
1606,1,44,232.25,50.0,7.81e-05
1607,0,5,-19.77,50.0,7.81e-05
1608,1,38,217.01,50.0,7.81e-05
1609,0,7,2.14,50.0,7.80e-05
1610,1,65,224.12,50.0,7.80e-05
1611,1,42,236.66,51.0,7.80e-05
1612,1,39,237.71,51.0,7.80e-05
1613,0,20,24.17,51.0,7.79e-05
1614,1,64,210.97,52.0,7.79e-05
1615,1,30,186.59,52.0,7.79e-05
1616,0,16,-19.50,51.0,7.79e-05
1617,1,57,219.98,52.0,7.78e-05
1618,1,54,208.79,52.0,7.78e-05
1619,1,27,228.70,53.0,7.78e-05
1620,0,6,-10.45,52.0,7.78e-05
1621,1,73,186.94,52.0,7.77e-05
1622,1,40,217.66,53.0,7.77e-05
1623,1,42,219.26,53.0,7.77e-05
1624,0,7,-25.15,52.0,7.77e-05
1626,1,53,196.19,52.0,7.76e-05
1627,1,51,214.95,52.0,7.76e-05
1628,1,84,220.27,52.0,7.76e-05
1629,1,65,168.81,52.0,7.75e-05
1630,0,55,57.79,52.0,7.75e-05
1631,0,38,60.21,52.0,7.75e-05
1632,1,73,205.33,52.0,7.75e-05
1633,0,27,68.03,51.0,7.74e-05
1634,0,53,54.93,50.0,7.74e-05
1635,0,6,-17.40,49.0,7.74e-05
1636,1,94,195.11,50.0,7.74e-05
1637,0,18,26.85,50.0,7.73e-05
1639,1,45,250.14,51.0,7.73e-05
1641,1,68,177.89,52.0,7.73e-05
1642,0,4,-29.93,51.0,7.73e-05
1643,1,63,186.13,52.0,7.72e-05
1644,1,48,174.84,52.0,7.72e-05
1645,0,8,1.00,51.0,7.72e-05
1646,0,16,34.33,50.0,7.72e-05
1647,0,46,1.12,50.0,7.71e-05
1648,1,33,201.19,51.0,7.71e-05
1649,0,11,1.69,51.0,7.71e-05
1650,1,41,226.07,52.0,7.70e-05
1651,0,3,-36.11,52.0,7.70e-05
1652,0,18,-13.63,52.0,7.70e-05
1653,1,34,254.17,52.0,7.70e-05
1654,1,45,227.06,52.0,7.69e-05
1655,0,37,67.58,51.0,7.69e-05
1656,0,13,-20.13,50.0,7.69e-05
1657,1,71,206.07,51.0,7.69e-05
1658,1,36,226.98,51.0,7.68e-05
1659,0,14,-15.85,51.0,7.68e-05
1660,0,7,-15.55,51.0,7.68e-05
1661,0,20,49.24,50.0,7.68e-05
1662,1,25,211.17,50.0,7.67e-05
1663,1,70,174.33,51.0,7.67e-05
1664,1,48,208.21,52.0,7.67e-05
1665,0,25,5.72,52.0,7.67e-05
1666,1,35,213.48,52.0,7.66e-05
1667,1,42,206.16,52.0,7.66e-05
1668,0,10,-19.96,51.0,7.66e-05
1669,1,39,231.55,51.0,7.65e-05
1670,0,6,-15.95,50.0,7.65e-05
1671,1,59,247.56,51.0,7.65e-05
1672,1,44,186.76,51.0,7.65e-05
1673,1,33,222.32,52.0,7.64e-05
1674,0,12,-4.93,51.0,7.64e-05
1675,0,21,-9.62,50.0,7.64e-05
1676,0,35,-14.56,50.0,7.64e-05
1677,0,66,-19.78,49.0,7.63e-05
1678,0,16,22.36,49.0,7.63e-05
1680,1,57,198.79,50.0,7.63e-05
1681,0,16,36.18,49.0,7.63e-05
1682,0,4,-23.91,48.0,7.62e-05
1683,0,16,0.67,47.0,7.62e-05
1684,0,14,-12.45,47.0,7.62e-05
1685,0,16,-0.45,47.0,7.62e-05
1686,1,24,216.09,47.0,7.61e-05
1687,1,35,260.33,48.0,7.61e-05
1688,1,70,187.36,49.0,7.61e-05
1689,1,61,212.63,50.0,7.60e-05
1690,1,50,230.90,50.0,7.60e-05
1691,0,20,14.37,49.0,7.60e-05
1692,0,22,10.13,48.0,7.60e-05
1693,0,2,-31.89,48.0,7.59e-05
1694,0,2,-28.85,48.0,7.59e-05
1695,0,10,-17.45,47.0,7.59e-05
1696,0,15,-22.62,47.0,7.59e-05
1697,1,40,213.69,48.0,7.58e-05
1698,0,3,-26.19,48.0,7.58e-05
1699,0,52,6.20,48.0,7.58e-05
1700,0,12,10.23,48.0,7.58e-05
1701,0,21,18.77,47.0,7.57e-05
1702,1,81,188.11,48.0,7.57e-05
1703,1,47,203.38,49.0,7.57e-05
1704,0,10,1.16,48.0,7.56e-05
1706,1,53,197.87,47.0,7.56e-05
1707,0,11,-9.26,47.0,7.56e-05
1708,0,2,-25.22,46.0,7.56e-05
1709,1,65,247.37,47.0,7.55e-05
1710,0,6,-22.16,46.0,7.55e-05
1711,1,41,201.47,46.0,7.55e-05
1712,1,20,224.32,46.0,7.55e-05
1713,0,19,17.83,46.0,7.54e-05
1714,0,4,-22.97,45.0,7.54e-05
1715,1,32,224.44,45.0,7.54e-05
1716,1,37,236.75,46.0,7.53e-05
1717,0,13,8.15,45.0,7.53e-05
1718,0,7,-11.14,44.0,7.53e-05
1719,1,90,203.45,44.0,7.53e-05
1720,1,19,205.27,45.0,7.52e-05
1722,0,18,-52.28,43.0,7.52e-05
1723,1,53,200.40,43.0,7.52e-05
1724,0,5,-15.02,43.0,7.52e-05
1725,1,37,196.92,44.0,7.51e-05
1726,0,46,2.67,43.0,7.51e-05
1727,1,49,207.45,43.0,7.51e-05
1728,1,44,229.52,43.0,7.51e-05
1729,0,18,11.32,42.0,7.50e-05
1731,1,52,227.55,43.0,7.50e-05
1732,1,97,211.59,43.0,7.50e-05
1733,1,33,220.25,44.0,7.49e-05
1734,0,9,-5.71,44.0,7.49e-05
1735,0,6,-31.13,44.0,7.49e-05
1736,1,65,228.70,44.0,7.49e-05
1737,0,50,48.42,44.0,7.48e-05
1739,0,30,21.65,43.0,7.48e-05
1740,1,46,213.03,44.0,7.48e-05
1741,1,27,214.52,44.0,7.48e-05
1742,1,69,196.28,45.0,7.47e-05
1743,0,3,-20.36,44.0,7.47e-05
1744,0,8,-33.00,43.0,7.47e-05
1745,1,72,244.28,44.0,7.46e-05
1746,0,24,4.86,44.0,7.46e-05
1747,1,52,213.05,45.0,7.46e-05
1748,1,80,205.70,45.0,7.46e-05
1749,0,3,-28.60,45.0,7.45e-05
1750,0,15,6.86,44.0,7.45e-05
1751,0,4,-28.48,44.0,7.45e-05
1752,0,19,-22.04,44.0,7.45e-05
1753,1,58,206.22,44.0,7.44e-05
1754,1,40,250.67,44.0,7.44e-05
1755,1,30,193.12,45.0,7.44e-05
1756,1,46,219.20,46.0,7.43e-05
1757,1,39,196.07,46.0,7.43e-05
1758,1,46,224.07,46.0,7.43e-05
1759,0,13,-6.82,46.0,7.43e-05
1760,1,28,220.88,47.0,7.42e-05
1761,1,30,215.16,48.0,7.42e-05
1762,0,15,3.13,47.0,7.42e-05
1763,0,27,-6.88,46.0,7.42e-05
1764,0,2,-33.44,45.0,7.41e-05
1765,1,51,221.07,46.0,7.41e-05
1766,1,52,234.90,46.0,7.41e-05
1767,0,11,-19.91,45.0,7.40e-05
1768,0,7,-17.86,45.0,7.40e-05
1769,1,59,217.06,45.0,7.40e-05
1770,1,36,205.54,46.0,7.40e-05
1771,0,60,66.40,45.0,7.39e-05
1772,0,4,-29.41,44.0,7.39e-05
1773,1,47,227.59,44.0,7.39e-05
1774,0,28,37.33,44.0,7.39e-05
1775,0,33,29.23,44.0,7.38e-05
1776,1,71,190.61,45.0,7.38e-05
1777,1,42,217.18,46.0,7.38e-05
1778,0,15,-22.75,46.0,7.37e-05
1780,1,50,217.05,46.0,7.37e-05
1781,1,20,211.36,47.0,7.37e-05
1782,1,88,215.91,48.0,7.37e-05
1783,0,28,-23.23,48.0,7.36e-05
1784,0,24,4.70,48.0,7.36e-05
1785,0,21,-3.34,48.0,7.36e-05
1786,0,13,-9.10,47.0,7.36e-05
1787,0,42,17.64,46.0,7.35e-05
1788,0,2,-24.70,45.0,7.35e-05
1789,1,64,196.43,45.0,7.35e-05
1790,0,53,88.60,44.0,7.34e-05
1791,1,34,248.03,45.0,7.34e-05
1792,0,30,-19.08,45.0,7.34e-05
1793,0,9,-30.05,45.0,7.34e-05
1794,1,46,193.09,46.0,7.33e-05
1795,1,32,237.01,47.0,7.33e-05
1796,1,46,215.01,48.0,7.33e-05
1797,1,53,225.74,48.0,7.32e-05
1798,0,8,-3.36,48.0,7.32e-05
1799,0,3,-29.07,48.0,7.32e-05
1800,1,77,252.19,49.0,7.32e-05
1801,0,10,0.11,49.0,7.31e-05
1802,0,4,-18.87,48.0,7.31e-05
1803,0,58,-9.37,47.0,7.31e-05
1804,0,12,13.18,47.0,7.31e-05
1805,1,78,196.57,48.0,7.30e-05
1806,1,54,232.88,48.0,7.30e-05
1807,0,12,-38.05,48.0,7.30e-05
1808,0,32,27.94,48.0,7.29e-05
1809,0,5,-43.06,47.0,7.29e-05
1810,1,70,207.80,48.0,7.29e-05
1811,0,4,-31.19,47.0,7.29e-05
1812,1,62,216.17,47.0,7.28e-05
1813,1,19,214.51,48.0,7.28e-05
1814,0,3,-32.82,48.0,7.28e-05
1815,0,5,-24.43,47.0,7.28e-05
1816,0,14,-0.46,46.0,7.27e-05
1817,1,42,237.62,47.0,7.27e-05
1818,0,17,-17.38,47.0,7.27e-05
1819,0,16,-27.11,46.0,7.26e-05
1820,0,2,-25.80,45.0,7.26e-05
1821,0,33,14.43,45.0,7.26e-05
1823,1,67,238.01,45.0,7.26e-05
1824,1,44,221.25,46.0,7.25e-05
1825,0,47,-13.67,45.0,7.25e-05
1826,0,15,-5.65,45.0,7.25e-05
1827,1,49,264.17,45.0,7.24e-05
1829,1,55,204.22,45.0,7.24e-05
1830,1,68,204.07,46.0,7.24e-05
1831,0,60,71.84,45.0,7.24e-05
1833,1,65,214.47,44.0,7.23e-05
1834,1,42,194.85,45.0,7.23e-05
1836,1,60,240.04,45.0,7.23e-05
1837,1,64,232.05,46.0,7.22e-05
1838,0,12,-0.26,46.0,7.22e-05
1839,1,75,191.30,47.0,7.22e-05
1840,0,66,81.88,46.0,7.22e-05
1841,1,50,204.08,46.0,7.21e-05
1842,0,18,-15.56,45.0,7.21e-05
1843,0,54,35.24,45.0,7.21e-05
1844,1,23,215.82,46.0,7.21e-05
1845,1,57,193.03,46.0,7.20e-05
1846,1,19,211.44,47.0,7.20e-05
1847,0,17,17.19,46.0,7.20e-05
1848,0,21,-17.96,45.0,7.19e-05
1849,1,45,195.47,46.0,7.19e-05
1850,0,14,13.96,46.0,7.19e-05
1851,1,30,209.50,47.0,7.19e-05
1853,1,47,222.06,47.0,7.18e-05
1854,0,45,71.32,46.0,7.18e-05
1855,0,3,-19.56,45.0,7.18e-05
1856,0,2,-25.68,44.0,7.17e-05
1857,0,61,39.67,43.0,7.17e-05
1858,1,43,198.00,43.0,7.17e-05
1859,1,78,234.44,44.0,7.17e-05
1860,0,4,-22.11,43.0,7.16e-05
1861,0,36,42.53,42.0,7.16e-05
1863,0,33,66.87,42.0,7.16e-05
1864,1,64,229.85,43.0,7.15e-05
1865,0,9,-7.35,42.0,7.15e-05
1866,0,18,-12.13,41.0,7.15e-05
1867,0,99,57.64,41.0,7.15e-05
1868,0,20,-0.88,41.0,7.14e-05
1869,0,27,23.56,40.0,7.14e-05
1871,1,42,212.64,40.0,7.14e-05
1872,1,71,166.80,41.0,7.14e-05
1873,1,57,186.49,41.0,7.13e-05
1874,0,13,-21.67,41.0,7.13e-05
1875,0,18,44.71,41.0,7.13e-05
1876,1,75,202.57,41.0,7.12e-05
1877,1,40,218.90,41.0,7.12e-05
1878,1,51,213.62,42.0,7.12e-05
1879,0,26,-0.20,42.0,7.12e-05
1880,1,22,220.58,42.0,7.11e-05
1881,0,9,-20.63,41.0,7.11e-05
1882,1,56,248.32,41.0,7.11e-05
1883,1,87,189.49,42.0,7.10e-05
1884,0,49,84.70,42.0,7.10e-05
1885,0,7,-22.41,42.0,7.10e-05
1886,0,2,-27.97,42.0,7.10e-05
1887,1,26,226.37,43.0,7.09e-05
1888,1,34,202.83,44.0,7.09e-05
1889,0,2,-25.08,43.0,7.09e-05
1890,0,51,82.51,43.0,7.08e-05
1891,1,21,217.66,43.0,7.08e-05
1892,1,52,228.85,44.0,7.08e-05
1893,1,92,197.30,45.0,7.08e-05
1894,0,36,46.57,44.0,7.07e-05
1895,0,25,-2.08,43.0,7.07e-05
1896,0,23,10.33,42.0,7.07e-05
1897,0,14,-9.20,41.0,7.06e-05
1898,1,64,230.98,42.0,7.06e-05
1899,1,62,236.39,43.0,7.06e-05
1900,1,62,267.19,43.0,7.06e-05
1901,0,18,30.76,43.0,7.05e-05
1902,1,46,248.83,44.0,7.05e-05
1903,0,22,9.70,44.0,7.05e-05
1904,0,5,-25.14,44.0,7.04e-05
1905,1,39,243.91,44.0,7.04e-05
1906,1,59,222.96,44.0,7.04e-05
1907,0,15,-33.52,44.0,7.04e-05
1908,0,4,-36.66,44.0,7.03e-05
1909,0,22,23.47,44.0,7.03e-05
1910,1,44,230.46,44.0,7.03e-05
1911,1,66,212.33,45.0,7.02e-05
1912,1,20,212.21,45.0,7.02e-05
1913,0,6,-8.14,44.0,7.02e-05
1914,1,52,200.19,45.0,7.02e-05
1915,1,31,249.27,46.0,7.01e-05
1916,1,58,203.31,47.0,7.01e-05
1917,1,34,205.28,47.0,7.01e-05
1918,0,3,-28.08,47.0,7.00e-05
1919,0,16,-14.16,47.0,7.00e-05
1920,0,20,14.64,47.0,7.00e-05
1921,0,24,24.84,47.0,7.00e-05
1922,0,41,41.30,47.0,6.99e-05
1923,1,39,202.69,47.0,6.99e-05
1924,1,62,226.41,47.0,6.99e-05
1925,1,64,218.05,48.0,6.98e-05
1926,1,83,203.08,49.0,6.98e-05
1928,1,55,230.02,49.0,6.98e-05
1929,1,70,199.33,49.0,6.98e-05
1930,0,2,-33.15,48.0,6.97e-05
1931,0,11,-6.37,48.0,6.97e-05
1932,0,3,-27.22,48.0,6.97e-05
1933,0,20,-1.23,47.0,6.96e-05
1934,1,47,248.30,47.0,6.96e-05
1935,0,4,-22.95,47.0,6.96e-05
1936,1,57,227.69,47.0,6.96e-05
1938,1,42,249.57,47.0,6.95e-05
1939,0,27,-54.73,46.0,6.95e-05
1940,0,33,4.98,46.0,6.95e-05
1942,0,10,-19.75,45.0,6.94e-05
1943,0,23,31.53,45.0,6.94e-05
1944,0,46,10.64,44.0,6.94e-05
1946,1,33,177.80,43.0,6.94e-05
1947,0,4,-25.54,43.0,6.93e-05
1948,1,38,209.56,44.0,6.93e-05
1949,0,7,-29.20,43.0,6.93e-05
1950,0,4,-23.66,43.0,6.92e-05
1951,0,6,-28.75,42.0,6.92e-05
1952,1,71,202.58,43.0,6.92e-05
1953,0,18,15.28,42.0,6.92e-05
1954,1,58,222.85,43.0,6.91e-05
1955,0,4,-29.90,43.0,6.91e-05
1956,1,22,238.46,44.0,6.91e-05
1957,0,47,15.42,44.0,6.90e-05
1958,1,51,226.25,44.0,6.90e-05
1960,0,29,39.75,43.0,6.90e-05
1961,0,46,52.78,43.0,6.90e-05
1962,0,11,-23.64,43.0,6.89e-05
1963,0,4,-38.21,43.0,6.89e-05
1964,1,38,230.44,43.0,6.89e-05
1965,1,31,211.34,44.0,6.88e-05
1966,0,8,-42.40,44.0,6.88e-05
1967,0,9,-15.98,44.0,6.88e-05
1968,1,31,211.40,45.0,6.88e-05
1969,0,46,41.68,45.0,6.87e-05
1970,0,30,52.53,45.0,6.87e-05
1971,0,22,15.74,44.0,6.87e-05
1972,1,43,218.06,44.0,6.86e-05
1973,1,24,232.08,44.0,6.86e-05
1974,0,30,32.31,44.0,6.86e-05
1975,1,68,204.20,45.0,6.85e-05
1976,1,58,241.91,45.0,6.85e-05
1977,0,36,-1.67,44.0,6.85e-05
1978,1,51,217.74,44.0,6.85e-05
1979,0,39,21.83,44.0,6.84e-05
1980,1,54,244.85,44.0,6.84e-05
1981,1,47,202.13,45.0,6.84e-05
1982,1,61,245.97,45.0,6.83e-05
1983,0,13,3.73,44.0,6.83e-05
1984,0,10,-11.22,44.0,6.83e-05
1985,0,22,32.74,44.0,6.83e-05
1986,0,17,-31.90,44.0,6.82e-05
1987,1,84,219.82,44.0,6.82e-05
1988,1,58,218.71,44.0,6.82e-05
1989,0,15,-38.07,44.0,6.81e-05
