Episode,Captured,Steps,Reward,CaptureRate,LR
3301,0,8,-7.19,42.0,3.02e-05
3302,0,52,67.15,42.0,3.01e-05
3303,0,2,-33.65,41.0,3.01e-05
3304,1,42,222.99,41.0,3.01e-05
3305,1,26,214.20,42.0,3.00e-05
3306,0,17,9.14,41.0,3.00e-05
3307,1,45,218.41,41.0,3.00e-05
3308,0,3,-21.82,40.0,3.00e-05
3309,1,45,212.59,40.0,2.99e-05
3310,1,31,241.36,41.0,2.99e-05
3311,1,60,214.84,42.0,2.99e-05
3312,0,7,-15.30,41.0,2.98e-05
3313,0,39,23.33,41.0,2.98e-05
3314,1,56,228.03,41.0,2.98e-05
3315,0,13,-2.13,41.0,2.98e-05
3316,1,59,214.77,41.0,2.97e-05
3317,1,52,219.79,42.0,2.97e-05
3318,0,2,-29.71,42.0,2.97e-05
3319,1,22,222.21,42.0,2.96e-05
3320,0,12,0.72,41.0,2.96e-05
3321,0,7,-3.52,41.0,2.96e-05
3322,0,31,16.93,40.0,2.96e-05
3323,0,11,-30.54,40.0,2.95e-05
3324,0,9,-15.87,40.0,2.95e-05
3325,1,72,253.49,41.0,2.95e-05
3326,0,4,-36.07,41.0,2.95e-05
3327,1,25,225.84,42.0,2.94e-05
3328,0,67,40.84,42.0,2.94e-05
3329,0,11,-23.67,41.0,2.94e-05
3330,0,15,2.76,41.0,2.93e-05
3331,0,27,-20.92,41.0,2.93e-05
3332,1,41,210.91,41.0,2.93e-05
3333,0,15,8.49,41.0,2.93e-05
3334,0,35,66.42,40.0,2.92e-05
3335,1,32,215.69,41.0,2.92e-05
3336,0,31,7.41,40.0,2.92e-05
3338,1,64,232.29,40.0,2.91e-05
3339,0,16,-20.76,39.0,2.91e-05
3340,0,19,-17.42,38.0,2.91e-05
3341,0,34,19.83,38.0,2.91e-05
3342,0,5,-25.12,38.0,2.90e-05
3343,1,39,227.96,39.0,2.90e-05
3345,1,36,210.65,39.0,2.90e-05
3346,0,28,9.91,38.0,2.89e-05
3348,1,36,226.05,37.0,2.89e-05
3349,1,65,253.64,37.0,2.89e-05
3350,0,8,-7.37,37.0,2.89e-05
3351,1,47,241.28,38.0,2.88e-05
3352,0,3,-24.41,38.0,2.88e-05
3353,0,13,-9.92,38.0,2.88e-05
3354,0,12,-6.01,38.0,2.88e-05
3355,0,11,7.96,37.0,2.87e-05
3356,1,46,211.76,37.0,2.87e-05
3357,1,39,246.63,37.0,2.87e-05
3358,1,32,220.73,38.0,2.86e-05
3359,1,38,211.16,39.0,2.86e-05
3360,0,40,13.61,38.0,2.86e-05
3361,1,39,258.57,38.0,2.86e-05
3362,0,15,-44.63,37.0,2.85e-05
3363,0,42,-45.79,37.0,2.85e-05
3364,0,4,-23.43,37.0,2.85e-05
3365,1,56,207.69,38.0,2.84e-05
3366,1,42,212.52,38.0,2.84e-05
3367,0,35,19.57,37.0,2.84e-05
3368,0,20,16.41,36.0,2.84e-05
3369,0,6,-9.59,36.0,2.83e-05
3370,1,21,227.92,36.0,2.83e-05
3371,0,67,65.62,36.0,2.83e-05
3372,0,19,20.76,36.0,2.82e-05
3373,1,40,230.78,36.0,2.82e-05
3374,0,16,34.29,36.0,2.82e-05
3375,1,77,221.57,37.0,2.82e-05
3376,1,43,230.99,38.0,2.81e-05
3377,0,54,56.18,38.0,2.81e-05
3378,0,32,3.89,38.0,2.81e-05
3379,0,17,23.71,37.0,2.81e-05
3380,0,3,-22.44,36.0,2.80e-05
3381,1,65,173.83,36.0,2.80e-05
3382,0,8,-10.71,36.0,2.80e-05
3383,0,60,86.75,36.0,2.79e-05
3384,0,55,82.19,36.0,2.79e-05
3385,0,4,-30.82,36.0,2.79e-05
3386,1,26,216.46,36.0,2.79e-05
3387,1,36,224.78,37.0,2.78e-05
3388,0,30,41.87,37.0,2.78e-05
3389,0,77,74.92,37.0,2.78e-05
3390,0,66,51.81,37.0,2.78e-05
3391,0,18,13.00,37.0,2.77e-05
3392,1,41,214.40,37.0,2.77e-05
3393,1,47,235.39,38.0,2.77e-05
3394,0,22,32.16,37.0,2.76e-05
3395,1,65,218.13,37.0,2.76e-05
3396,1,116,205.70,38.0,2.76e-05
3397,0,5,-27.92,38.0,2.76e-05
3399,0,2,-24.56,38.0,2.75e-05
3400,1,52,215.11,39.0,2.75e-05
3401,0,11,-14.56,39.0,2.75e-05
3402,0,6,-32.69,39.0,2.74e-05
3403,0,50,24.25,39.0,2.74e-05
3404,0,43,41.82,38.0,2.74e-05
3405,1,25,220.69,38.0,2.74e-05
3406,0,30,27.58,38.0,2.73e-05
3407,0,12,-7.81,37.0,2.73e-05
3408,0,2,-30.83,37.0,2.73e-05
3409,0,7,-7.87,36.0,2.73e-05
3411,0,15,13.16,34.0,2.72e-05
3412,0,2,-30.52,34.0,2.72e-05
3413,0,2,-25.58,34.0,2.72e-05
3414,0,20,3.36,33.0,2.71e-05
3415,1,68,220.42,34.0,2.71e-05
3416,1,33,233.86,34.0,2.71e-05
3417,0,10,-20.37,33.0,2.71e-05
3418,0,59,28.18,33.0,2.70e-05
3419,0,62,79.92,32.0,2.70e-05
3420,1,48,250.37,33.0,2.70e-05
3421,0,12,-19.79,33.0,2.70e-05
3422,1,55,207.68,34.0,2.69e-05
3423,0,81,7.74,34.0,2.69e-05
3424,0,47,64.56,34.0,2.69e-05
3425,1,22,221.17,34.0,2.68e-05
3426,0,5,-26.65,34.0,2.68e-05
3427,1,48,231.81,34.0,2.68e-05
3428,0,5,-17.81,34.0,2.68e-05
3429,0,6,-15.55,34.0,2.67e-05
3430,1,58,224.29,35.0,2.67e-05
3431,1,45,257.14,36.0,2.67e-05
3432,1,55,234.71,36.0,2.67e-05
3433,1,28,238.87,37.0,2.66e-05
3434,0,50,22.33,37.0,2.66e-05
3435,0,9,-18.46,36.0,2.66e-05
3436,1,41,259.32,37.0,2.65e-05
3437,0,46,18.51,37.0,2.65e-05
3438,0,62,61.25,36.0,2.65e-05
3439,1,84,216.12,37.0,2.65e-05
3440,0,24,-34.90,37.0,2.64e-05
3441,0,39,-14.47,37.0,2.64e-05
3442,0,17,-7.01,37.0,2.64e-05
3443,1,44,246.53,37.0,2.64e-05
3444,1,24,212.18,38.0,2.63e-05
3445,1,22,207.86,38.0,2.63e-05
3446,0,2,-25.58,38.0,2.63e-05
3447,1,59,260.91,39.0,2.62e-05
3448,0,87,69.87,38.0,2.62e-05
3449,0,19,24.83,37.0,2.62e-05
3450,1,66,210.83,38.0,2.62e-05
3451,0,49,28.96,37.0,2.61e-05
3452,0,53,35.20,37.0,2.61e-05
3453,0,62,46.56,37.0,2.61e-05
3454,0,3,-30.14,37.0,2.61e-05
3455,1,51,218.56,38.0,2.60e-05
3456,0,17,39.25,37.0,2.60e-05
3457,0,26,16.67,36.0,2.60e-05
3458,0,26,17.50,35.0,2.59e-05
3459,0,21,28.71,34.0,2.59e-05
3460,0,10,-32.12,34.0,2.59e-05
3461,0,10,-15.86,33.0,2.59e-05
3462,1,59,211.48,34.0,2.58e-05
3463,1,67,216.68,35.0,2.58e-05
3464,1,57,232.03,36.0,2.58e-05
3465,0,33,55.51,35.0,2.58e-05
3466,0,28,19.44,34.0,2.57e-05
3467,0,17,25.80,34.0,2.57e-05
3468,1,26,210.58,35.0,2.57e-05
3469,1,69,226.31,36.0,2.57e-05
3470,1,57,236.99,36.0,2.56e-05
3471,1,53,180.14,37.0,2.56e-05
3472,1,66,227.22,38.0,2.56e-05
3473,0,44,48.66,37.0,2.55e-05
3474,0,30,-2.89,37.0,2.55e-05
3475,1,46,214.12,37.0,2.55e-05
3476,1,23,206.35,37.0,2.55e-05
3477,1,56,223.33,38.0,2.54e-05
3478,0,17,-3.58,38.0,2.54e-05
3479,0,3,-36.78,38.0,2.54e-05
3480,0,22,1.05,38.0,2.54e-05
3481,0,20,8.38,37.0,2.53e-05
3482,0,13,-0.92,37.0,2.53e-05
3483,0,12,14.87,37.0,2.53e-05
3484,0,2,-25.28,37.0,2.52e-05
3485,1,44,240.46,38.0,2.52e-05
3487,1,65,167.54,37.0,2.52e-05
3488,1,50,224.05,38.0,2.52e-05
3489,0,68,72.39,38.0,2.51e-05
3490,1,46,234.53,39.0,2.51e-05
3491,0,11,-7.58,39.0,2.51e-05
3492,0,24,33.26,38.0,2.51e-05
3493,0,17,4.47,37.0,2.50e-05
3494,1,48,219.41,38.0,2.50e-05
3495,1,35,237.49,38.0,2.50e-05
3496,1,38,191.10,38.0,2.50e-05
3497,0,3,-34.57,38.0,2.49e-05
3498,0,47,27.23,38.0,2.49e-05
3499,1,32,225.61,39.0,2.49e-05
3500,1,59,212.95,39.0,2.48e-05
3501,0,41,52.29,39.0,2.48e-05
3502,1,47,223.81,40.0,2.48e-05
3504,0,22,4.63,40.0,2.48e-05
3505,0,7,-23.63,39.0,2.47e-05
3506,0,19,-11.97,39.0,2.47e-05
3507,0,16,-6.41,39.0,2.47e-05
3508,1,28,212.87,40.0,2.47e-05
3509,0,13,-24.19,40.0,2.46e-05
3510,1,33,222.05,41.0,2.46e-05
3511,1,22,197.86,42.0,2.46e-05
3513,0,90,68.40,42.0,2.46e-05
3514,0,14,2.72,42.0,2.45e-05
3515,1,38,209.00,42.0,2.45e-05
3516,0,5,-26.67,41.0,2.45e-05
3517,0,33,11.98,41.0,2.45e-05
3518,1,50,209.25,42.0,2.44e-05
3519,1,52,213.89,43.0,2.44e-05
3520,1,52,232.13,43.0,2.44e-05
3521,0,5,-26.21,43.0,2.43e-05
3522,0,11,-42.50,42.0,2.43e-05
3523,0,16,-16.14,42.0,2.43e-05
3524,0,37,-21.47,42.0,2.43e-05
3525,0,43,14.21,41.0,2.42e-05
3526,1,79,221.62,42.0,2.42e-05
3527,0,4,-24.16,41.0,2.42e-05
3528,0,50,46.12,41.0,2.42e-05
3529,0,20,28.81,41.0,2.41e-05
3531,1,54,251.07,40.0,2.41e-05
3532,0,7,-34.30,39.0,2.41e-05
3533,0,19,44.39,38.0,2.41e-05
3534,0,15,5.63,38.0,2.40e-05
3535,1,64,201.83,39.0,2.40e-05
3536,0,26,-3.09,38.0,2.40e-05
3537,1,63,222.67,39.0,2.40e-05
3538,0,44,-0.13,39.0,2.39e-05
3539,0,14,3.44,38.0,2.39e-05
3541,1,30,227.96,39.0,2.39e-05
3542,0,20,-6.30,39.0,2.38e-05
3543,0,14,1.01,38.0,2.38e-05
3544,1,59,220.89,38.0,2.38e-05
3545,1,71,231.96,38.0,2.38e-05
3546,0,12,-19.35,38.0,2.37e-05
3547,1,36,222.65,38.0,2.37e-05
3548,1,73,237.46,39.0,2.37e-05
3549,1,47,228.41,40.0,2.37e-05
3550,0,14,0.37,39.0,2.36e-05
3551,1,28,222.30,40.0,2.36e-05
3552,0,22,25.03,40.0,2.36e-05
3553,1,22,219.15,41.0,2.36e-05
3554,1,55,221.21,42.0,2.35e-05
3555,0,40,-18.89,41.0,2.35e-05
3556,0,18,-9.96,41.0,2.35e-05
3557,1,60,241.90,42.0,2.35e-05
3558,0,31,33.18,42.0,2.34e-05
3559,1,97,196.94,43.0,2.34e-05
3560,0,3,-38.40,43.0,2.34e-05
3561,1,47,230.82,44.0,2.33e-05
3562,0,23,39.77,43.0,2.33e-05
3563,0,23,-16.35,42.0,2.33e-05
3564,0,20,32.27,41.0,2.33e-05
3565,0,10,-4.26,41.0,2.32e-05
3566,0,6,-22.74,41.0,2.32e-05
3567,0,13,-2.83,41.0,2.32e-05
3568,1,28,226.74,41.0,2.32e-05
3569,1,29,228.96,41.0,2.31e-05
3571,0,10,3.94,39.0,2.31e-05
3572,0,18,-25.64,38.0,2.31e-05
3573,0,93,87.31,38.0,2.31e-05
3574,0,4,-12.94,38.0,2.30e-05
3575,1,45,218.22,38.0,2.30e-05
3576,1,64,211.02,38.0,2.30e-05
3577,1,36,217.22,38.0,2.30e-05
3578,0,13,0.77,38.0,2.29e-05
3579,0,7,-31.34,38.0,2.29e-05
3580,0,4,-19.44,38.0,2.29e-05
3581,1,57,249.84,39.0,2.29e-05
3582,0,46,37.08,39.0,2.28e-05
3583,1,68,224.82,40.0,2.28e-05
3584,1,44,251.32,41.0,2.28e-05
3585,0,23,-17.47,40.0,2.28e-05
3586,1,32,243.90,41.0,2.27e-05
3587,0,7,-8.28,40.0,2.27e-05
3588,1,75,198.21,40.0,2.27e-05
3589,1,58,233.42,41.0,2.27e-05
3590,0,27,35.01,40.0,2.26e-05
3591,0,21,21.21,40.0,2.26e-05
3592,1,52,232.23,41.0,2.26e-05
3593,1,40,221.87,42.0,2.25e-05
3594,1,67,226.76,42.0,2.25e-05
3595,0,24,17.15,41.0,2.25e-05
3596,1,37,245.61,41.0,2.25e-05
3597,1,57,202.97,42.0,2.24e-05
3598,0,4,-25.80,42.0,2.24e-05
3599,0,14,-22.08,41.0,2.24e-05
3600,0,7,-24.28,40.0,2.24e-05
3601,1,56,205.26,41.0,2.23e-05
3602,0,38,60.35,40.0,2.23e-05
3603,0,5,-2.75,40.0,2.23e-05
3604,0,43,49.90,40.0,2.23e-05
3605,1,32,251.30,41.0,2.22e-05
3606,0,8,-13.04,41.0,2.22e-05
3607,0,9,-19.03,41.0,2.22e-05
3608,0,58,24.37,40.0,2.22e-05
3609,0,22,5.63,40.0,2.21e-05
3610,0,50,75.13,39.0,2.21e-05
3611,1,39,197.41,39.0,2.21e-05
3612,0,34,52.31,39.0,2.21e-05
3613,0,18,-32.68,39.0,2.20e-05
3614,1,25,218.11,40.0,2.20e-05
3615,0,59,34.38,39.0,2.20e-05
3616,1,57,220.74,40.0,2.20e-05
3617,0,17,3.74,40.0,2.19e-05
3618,0,17,17.62,39.0,2.19e-05
3619,0,7,-16.82,38.0,2.19e-05
3620,1,51,217.86,38.0,2.19e-05
3621,0,4,-30.45,38.0,2.18e-05
3622,1,18,220.03,39.0,2.18e-05
3623,0,42,40.05,39.0,2.18e-05
3624,1,45,236.53,40.0,2.18e-05
3625,1,52,206.60,41.0,2.17e-05
3626,1,44,251.19,41.0,2.17e-05
3627,0,2,-29.38,41.0,2.17e-05
3628,1,33,224.23,42.0,2.17e-05
3629,1,48,230.25,43.0,2.16e-05
3630,0,11,-7.41,43.0,2.16e-05
3631,1,27,216.51,43.0,2.16e-05
3632,1,55,203.88,44.0,2.16e-05
3633,1,44,238.56,45.0,2.15e-05
3634,1,74,212.48,46.0,2.15e-05
3635,0,9,-13.09,45.0,2.15e-05
3636,0,45,19.91,45.0,2.15e-05
3637,0,18,18.70,44.0,2.14e-05
3638,1,26,232.26,45.0,2.14e-05
3639,0,30,13.14,45.0,2.14e-05
3640,1,42,237.89,46.0,2.14e-05
3641,0,12,-4.70,45.0,2.13e-05
3642,1,49,197.02,46.0,2.13e-05
3643,0,24,9.67,46.0,2.13e-05
3644,0,16,4.59,45.0,2.13e-05
3645,1,71,207.26,45.0,2.12e-05
3646,1,58,190.35,46.0,2.12e-05
3647,1,57,226.69,46.0,2.12e-05
3648,1,46,222.86,46.0,2.12e-05
3649,0,12,-19.27,45.0,2.11e-05
3650,0,5,-26.96,45.0,2.11e-05
3651,0,52,28.59,44.0,2.11e-05
3652,0,40,38.14,44.0,2.11e-05
3653,1,36,233.10,44.0,2.10e-05
3654,1,65,260.31,44.0,2.10e-05
3655,1,46,212.64,45.0,2.10e-05
3656,0,43,-3.33,45.0,2.10e-05
3657,1,24,219.47,45.0,2.09e-05
3658,0,5,-21.08,45.0,2.09e-05
3659,0,29,-9.11,44.0,2.09e-05
3660,1,62,236.65,45.0,2.09e-05
3661,1,49,235.75,45.0,2.08e-05
3662,1,24,205.12,46.0,2.08e-05
3663,0,20,-1.33,46.0,2.08e-05
3664,1,32,234.51,47.0,2.08e-05
3665,0,26,33.94,47.0,2.07e-05
3666,1,51,240.65,48.0,2.07e-05
3667,1,79,228.80,49.0,2.07e-05
3668,0,46,41.31,48.0,2.07e-05
3669,0,13,5.83,47.0,2.06e-05
3670,1,39,224.44,48.0,2.06e-05
3671,0,16,0.79,48.0,2.06e-05
3672,1,26,202.10,49.0,2.06e-05
3673,0,4,-23.18,49.0,2.05e-05
3674,0,46,55.54,49.0,2.05e-05
3675,1,48,202.80,49.0,2.05e-05
3676,1,36,225.48,49.0,2.05e-05
3677,1,21,232.08,49.0,2.04e-05
3678,0,16,14.56,49.0,2.04e-05
3679,0,17,-0.02,49.0,2.04e-05
3680,1,32,212.08,50.0,2.04e-05
3681,0,27,-4.08,49.0,2.03e-05
3682,1,52,187.93,50.0,2.03e-05
3683,1,50,246.02,50.0,2.03e-05
3684,0,15,8.43,49.0,2.03e-05
3685,1,55,233.20,50.0,2.02e-05
3686,0,46,21.54,49.0,2.02e-05
3687,0,18,-23.61,49.0,2.02e-05
3688,1,40,207.51,49.0,2.02e-05
3689,0,11,1.86,48.0,2.01e-05
3690,0,39,16.58,48.0,2.01e-05
3691,1,26,212.40,49.0,2.01e-05
3692,0,22,34.05,48.0,2.01e-05
3693,0,21,-7.62,47.0,2.00e-05
3694,1,72,217.53,47.0,2.00e-05
3695,1,60,214.32,48.0,2.00e-05
3696,0,7,-30.83,47.0,2.00e-05
3697,0,47,53.93,46.0,1.99e-05
3698,0,7,-17.30,46.0,1.99e-05
3699,0,10,-11.42,46.0,1.99e-05
3700,1,43,249.87,47.0,1.99e-05
3701,0,6,-39.66,46.0,1.98e-05
3702,1,73,212.31,47.0,1.98e-05
3703,0,9,-13.25,47.0,1.98e-05
3704,1,40,261.86,48.0,1.98e-05
3705,0,37,16.39,47.0,1.97e-05
3706,1,60,225.40,48.0,1.97e-05
3707,0,48,42.98,48.0,1.97e-05
3708,0,18,-8.49,48.0,1.97e-05
3709,0,54,50.78,48.0,1.96e-05
3710,1,31,210.42,49.0,1.96e-05
3711,0,22,35.87,48.0,1.96e-05
3712,0,19,0.65,48.0,1.96e-05
3713,0,5,-25.76,48.0,1.96e-05
3714,0,17,-4.93,47.0,1.95e-05
3716,1,66,227.32,47.0,1.95e-05
3717,0,2,-25.02,47.0,1.95e-05
3718,0,6,-18.13,47.0,1.95e-05
3719,0,6,-21.25,47.0,1.94e-05
3720,0,7,-12.50,46.0,1.94e-05
3721,0,37,25.54,46.0,1.94e-05
3722,1,84,204.18,46.0,1.94e-05
3723,0,7,-31.90,46.0,1.93e-05
3724,0,80,5.87,45.0,1.93e-05
3725,0,6,-19.42,44.0,1.93e-05
3726,0,12,20.64,43.0,1.93e-05
3727,0,31,-12.22,43.0,1.92e-05
3728,1,54,213.24,43.0,1.92e-05
3729,0,9,-26.64,42.0,1.92e-05
3730,1,98,211.42,43.0,1.92e-05
3731,0,27,56.10,42.0,1.91e-05
3732,0,24,34.39,41.0,1.91e-05
3733,1,36,230.32,41.0,1.91e-05
3734,1,53,230.25,41.0,1.91e-05
3735,0,31,-21.31,41.0,1.90e-05
3736,1,73,225.40,42.0,1.90e-05
3737,1,43,227.81,43.0,1.90e-05
3738,0,6,-17.72,42.0,1.90e-05
3739,0,34,-2.53,42.0,1.89e-05
3740,0,2,-24.92,41.0,1.89e-05
3741,0,4,-26.21,41.0,1.89e-05
3742,0,23,0.39,40.0,1.89e-05
3743,1,56,226.30,41.0,1.89e-05
3744,0,18,29.72,41.0,1.88e-05
3745,1,43,244.95,41.0,1.88e-05
3746,0,16,-26.37,40.0,1.88e-05
3747,1,46,225.89,40.0,1.88e-05
3748,1,22,201.66,40.0,1.87e-05
3749,1,57,213.75,41.0,1.87e-05
3750,0,6,-9.77,41.0,1.87e-05
3751,1,70,248.12,42.0,1.87e-05
3752,1,44,200.13,43.0,1.86e-05
3753,0,28,19.02,42.0,1.86e-05
3754,0,70,12.39,41.0,1.86e-05
3755,0,38,4.03,40.0,1.86e-05
3756,0,25,23.93,40.0,1.85e-05
3757,0,19,-29.85,39.0,1.85e-05
3758,0,10,-30.46,39.0,1.85e-05
3759,0,26,27.52,39.0,1.85e-05
3760,0,15,-3.20,38.0,1.84e-05
3761,0,59,24.72,37.0,1.84e-05
3762,0,15,-14.97,36.0,1.84e-05
3763,0,17,41.08,36.0,1.84e-05
3764,1,30,214.79,36.0,1.84e-05
3765,1,40,196.07,37.0,1.83e-05
3766,1,63,227.91,37.0,1.83e-05
3767,0,10,-3.78,36.0,1.83e-05
3768,1,40,217.52,37.0,1.83e-05
3769,1,43,208.72,38.0,1.82e-05
3770,1,50,215.81,38.0,1.82e-05
3771,1,52,228.44,39.0,1.82e-05
3772,1,67,220.91,39.0,1.82e-05
3773,1,38,232.72,40.0,1.81e-05
3774,0,13,-6.65,40.0,1.81e-05
3775,1,39,224.64,40.0,1.81e-05
3776,1,51,208.01,40.0,1.81e-05
3777,0,39,51.67,39.0,1.80e-05
3778,1,66,255.08,40.0,1.80e-05
3779,1,22,211.44,41.0,1.80e-05
3780,1,66,211.23,41.0,1.80e-05
3781,1,79,203.09,42.0,1.80e-05
3782,0,18,26.29,41.0,1.79e-05
3783,1,53,230.30,41.0,1.79e-05
3784,1,35,208.51,42.0,1.79e-05
3785,1,58,226.99,42.0,1.79e-05
3786,0,19,-26.81,42.0,1.78e-05
3787,0,29,29.65,42.0,1.78e-05
3788,0,19,-10.51,41.0,1.78e-05
3789,1,57,261.51,42.0,1.78e-05
3790,0,6,-13.75,42.0,1.77e-05
3791,0,18,25.92,41.0,1.77e-05
3792,1,36,217.35,42.0,1.77e-05
3793,0,3,-28.11,42.0,1.77e-05
3794,0,11,-14.43,41.0,1.76e-05
3795,0,8,-11.14,40.0,1.76e-05
3797,0,15,14.20,40.0,1.76e-05
3798,0,40,36.52,40.0,1.76e-05
3799,1,55,212.72,41.0,1.76e-05
3803,0,20,9.15,39.0,1.75e-05
3804,1,53,226.96,39.0,1.75e-05
3805,1,29,220.88,40.0,1.75e-05
3806,0,23,34.98,39.0,1.75e-05
3807,0,12,-15.33,39.0,1.74e-05
3808,0,50,19.55,39.0,1.74e-05
3809,0,44,48.62,39.0,1.74e-05
3810,0,56,46.26,38.0,1.74e-05
3811,0,32,50.51,38.0,1.73e-05
3812,0,4,-16.18,38.0,1.73e-05
3813,1,47,205.43,39.0,1.73e-05
3814,0,4,-29.57,39.0,1.73e-05
3816,1,24,198.51,39.0,1.73e-05
3817,1,50,248.01,40.0,1.72e-05
3818,0,8,-24.84,40.0,1.72e-05
3819,1,56,189.30,41.0,1.72e-05
3820,0,34,40.31,41.0,1.72e-05
3821,1,72,229.26,42.0,1.71e-05
3822,1,82,149.14,42.0,1.71e-05
3823,1,52,208.10,43.0,1.71e-05
3824,1,54,244.20,44.0,1.71e-05
3825,0,8,-30.00,44.0,1.70e-05
3826,0,19,21.99,44.0,1.70e-05
3827,0,27,21.94,44.0,1.70e-05
3828,0,10,-18.81,43.0,1.70e-05
3829,0,38,-1.42,43.0,1.70e-05
3830,0,49,62.23,42.0,1.69e-05
3831,1,51,194.23,43.0,1.69e-05
3832,1,57,243.28,44.0,1.69e-05
3833,1,64,167.83,44.0,1.69e-05
3834,0,37,53.84,43.0,1.68e-05
3836,0,12,-44.19,42.0,1.68e-05
3837,0,39,-69.01,41.0,1.68e-05
3838,1,32,204.87,42.0,1.68e-05
3839,0,10,-18.31,42.0,1.68e-05
3840,0,56,35.52,42.0,1.67e-05
3842,1,34,239.62,43.0,1.67e-05
3843,1,36,201.73,43.0,1.67e-05
3844,0,8,-0.01,43.0,1.67e-05
3845,0,5,-14.60,42.0,1.66e-05
3846,0,22,44.18,42.0,1.66e-05
3847,0,4,-25.79,41.0,1.66e-05
3848,1,35,224.27,41.0,1.66e-05
3849,1,25,207.13,41.0,1.65e-05
3850,1,33,243.03,42.0,1.65e-05
3851,0,56,49.32,41.0,1.65e-05
3852,0,2,-26.35,40.0,1.65e-05
3853,0,12,-0.96,40.0,1.65e-05
3854,1,48,216.69,41.0,1.64e-05
3855,1,32,216.33,42.0,1.64e-05
3856,1,37,224.12,43.0,1.64e-05
3858,0,22,15.23,43.0,1.64e-05
3859,1,45,217.66,44.0,1.63e-05
3861,0,43,9.32,44.0,1.63e-05
3862,0,25,-19.13,44.0,1.63e-05
3863,0,10,-13.50,44.0,1.63e-05
3864,0,5,-31.71,43.0,1.63e-05
3865,1,56,214.32,43.0,1.62e-05
3866,0,2,-26.54,42.0,1.62e-05
3867,1,57,202.19,43.0,1.62e-05
3868,1,56,255.21,43.0,1.62e-05
3869,0,6,-14.96,42.0,1.61e-05
3870,1,70,232.74,42.0,1.61e-05
3871,0,4,-28.81,41.0,1.61e-05
3872,0,4,-11.48,40.0,1.61e-05
3873,0,52,38.59,39.0,1.61e-05
3874,1,39,234.94,40.0,1.60e-05
3875,0,9,-25.57,39.0,1.60e-05
3876,1,33,227.67,39.0,1.60e-05
3877,0,21,-21.81,39.0,1.60e-05
3878,1,68,211.38,39.0,1.59e-05
3879,1,42,217.89,39.0,1.59e-05
3880,0,49,74.02,38.0,1.59e-05
3881,0,20,-6.46,37.0,1.59e-05
3883,1,53,219.08,37.0,1.59e-05
3885,1,64,196.76,36.0,1.58e-05
3886,1,66,230.33,37.0,1.58e-05
3887,1,27,220.33,38.0,1.58e-05
3889,0,64,61.54,37.0,1.58e-05
3890,1,41,234.32,38.0,1.57e-05
3891,0,6,-30.97,38.0,1.57e-05
3892,1,39,227.98,38.0,1.57e-05
3893,1,24,196.09,39.0,1.57e-05
3894,1,74,265.01,40.0,1.57e-05
3895,1,27,211.65,41.0,1.56e-05
3896,0,9,-6.37,41.0,1.56e-05
3897,0,14,22.41,41.0,1.56e-05
3898,0,21,7.30,41.0,1.56e-05
3900,0,13,-1.46,40.0,1.55e-05
3901,0,31,-27.27,40.0,1.55e-05
3902,0,38,17.36,40.0,1.55e-05
3903,0,6,-36.98,40.0,1.55e-05
3904,1,31,238.74,40.0,1.55e-05
3905,0,40,11.41,39.0,1.54e-05
3906,1,60,223.05,40.0,1.54e-05
3907,0,35,15.80,40.0,1.54e-05
3908,0,2,-28.00,40.0,1.54e-05
3909,0,3,-30.87,40.0,1.53e-05
3910,1,54,227.64,41.0,1.53e-05
3911,0,48,80.77,41.0,1.53e-05
3912,1,56,227.29,42.0,1.53e-05
3913,0,29,45.19,41.0,1.53e-05
3914,0,21,55.39,41.0,1.52e-05
3916,1,33,214.96,41.0,1.52e-05
3917,0,4,-23.70,40.0,1.52e-05
3918,1,36,220.03,41.0,1.52e-05
3919,0,13,-2.16,40.0,1.51e-05
3920,0,8,-20.79,40.0,1.51e-05
3921,0,10,-8.19,39.0,1.51e-05
3922,1,31,224.10,39.0,1.51e-05
3923,0,13,-30.33,38.0,1.51e-05
3924,0,28,29.01,37.0,1.50e-05
3925,1,32,226.08,38.0,1.50e-05
3926,1,57,230.89,39.0,1.50e-05
3927,1,33,218.32,40.0,1.50e-05
3928,1,34,242.36,41.0,1.50e-05
3929,1,45,221.90,42.0,1.49e-05
3930,0,35,-4.38,42.0,1.49e-05
3931,0,14,-21.99,41.0,1.49e-05
3932,1,46,201.20,41.0,1.49e-05
3933,0,2,-24.69,40.0,1.48e-05
3934,1,35,228.03,41.0,1.48e-05
3935,1,30,237.02,42.0,1.48e-05
3937,1,50,237.84,43.0,1.48e-05
3938,0,40,0.02,42.0,1.48e-05
3939,1,52,211.01,43.0,1.47e-05
3940,1,43,197.58,44.0,1.47e-05
3941,1,53,240.87,45.0,1.47e-05
3942,1,57,249.32,45.0,1.47e-05
3943,0,60,51.35,44.0,1.47e-05
3944,1,48,229.16,45.0,1.46e-05
3945,1,42,222.88,46.0,1.46e-05
3946,0,26,-34.96,46.0,1.46e-05
3947,1,50,207.59,47.0,1.46e-05
3948,0,19,-25.14,46.0,1.45e-05
3949,0,17,15.29,45.0,1.45e-05
3950,0,9,-12.94,44.0,1.45e-05
3951,1,24,212.89,45.0,1.45e-05
3952,0,6,-41.02,45.0,1.45e-05
3953,0,3,-33.07,45.0,1.44e-05
